,timestep,positions,velocities,fuel,rewards,actions
0,0,0.006059124261944959,0.12118248523889917,0.49720571993688484,-5.306260918582967,0.55885601262303
1,1,0.038661704920869136,0.6520516131784835,0.49238049395389033,-5.892650526557749,0.9650451965989046
2,2,0.07885710048567968,0.8039079112962106,0.4894414918490683,-5.26665223440025,0.5878004209644031
3,3,0.1269955458885949,0.9627689080583044,0.48648401306202094,-5.22287168514481,0.5914957574094717
4,4,0.190692073740435,1.2739305570368016,0.48280819692882054,-5.34977289606341,0.7351632266400744
5,5,0.2618638113945679,1.4234347530826574,0.4800059753266301,-5.052234024916748,0.5604443204380924
6,6,0.3532185096069271,1.8270939642471835,0.47612780468857496,-5.248389790307989,0.7756341276110257
7,7,0.4770898993355273,2.4774277945720042,0.47159395134642706,-5.3451431457887075,0.9067706684295839
8,8,0.6388126601111361,3.234455215512177,0.46843393563416014,-4.760615311959812,0.6320031424533812
9,9,0.8696545743104952,4.616838283987181,0.4636006189347783,-5.064783438350439,0.9666633398763675
10,10,1.1466418582006024,5.539745677802142,0.46125429716150756,-4.073567176348368,0.46926435465414335
11,11,1.4501450859548997,6.070064555085946,0.4607596514434721,-3.559641889499933,0.09892914360709262
12,12,1.7655052073296118,6.307202427494244,0.45891167348534234,-3.371095694019725,0.3695955916259512
13,13,2.0308828262687983,5.307552378783734,0.4564571492587294,-3.2101047408923993,-0.49090484532259143
14,14,2.2923901078841316,5.230145632306661,0.454408639295334,-2.875465614921073,0.4097019926790743
15,15,2.5143664944050363,4.439527730418097,0.4529936469962857,-2.565721633849605,-0.28299845980966276
16,16,2.7039374173657866,3.791418459215004,0.4521968179958698,-2.321460040870366,-0.15936580008318138
17,17,2.8873709249586668,3.668670151857601,0.4508542214359594,-2.184731695948663,0.26851931198208
18,18,3.0815755413572914,3.8840923279724966,0.45076901083226245,-1.9187148925220043,0.017042120739385318
19,19,3.2794077959274297,3.956645091402768,0.4491217836711678,-1.8291264968824905,-0.32944543221893385
20,20,3.4653033814920433,3.7179117112922704,0.44588379459072053,-1.954079549911783,-0.6475978160894508
21,21,3.6272959412126045,3.2398511944112265,0.44157579581778283,-2.115058195892699,-0.8615997545875366
22,22,3.7773071732034174,3.0002246398162584,0.4387060311809183,-1.5521147896365128,-0.5739529273729077
23,23,3.9172350876976108,2.7985582898838723,0.436829672999843,-1.2235937132499193,-0.3752716362150623
24,24,4.053661710504153,2.728532456130855,0.43661037853605494,-0.94826189196977,-0.043858892757606745
25,25,4.187602037148499,2.67880653288693,0.4364241726255353,-0.813784868495999,0.037241182103933824
26,26,4.278330270696923,1.8145646709684646,0.4320573401018657,-1.4844387808942208,-0.8733665047339196
27,27,4.331184137181443,1.0570773296903864,0.4273301091789023,-1.5626843507794042,-0.945446184592675
28,28,4.352172656692507,0.4197703902212857,0.4227523411789177,-1.4860657377748208,-0.9155535999969241
29,29,4.428324809589386,1.523043057937576,0.41922399242953245,-1.069644986302148,0.7056697498770467
30,30,4.495845215869272,1.3504081255977236,0.4164344428877565,-0.8154182499716223,-0.5579099083551878
31,31,4.5609730992452375,1.30255766751931,0.41410238697304275,-0.6565662923288166,-0.46641118294274864
32,32,4.619374164159651,1.168021298288265,0.41129915157753494,-0.6949509831454591,-0.5606470791015592
33,33,4.688145286834257,1.3754224534921229,0.41006865893173483,-0.3724191992204686,-0.2460985291600213
34,34,4.745964852558206,1.1563913144789777,0.4068204056406822,-0.6760811251551633,-0.6496506582105258
35,35,4.7830770968382375,0.7422448856006277,0.4026532015645095,-0.9115464956605869,-0.8334408152345458
36,36,4.792434710024195,0.18715226371914906,0.39783091772715845,-1.1377421462949058,-0.9644567674702172
37,37,4.805809047766977,0.26748675485563805,0.39596136323367004,-0.3340003123979337,-0.3739108986976854
38,38,4.794532537195382,-0.22553021143191115,0.3914382737858809,-1.0238009889126776,-0.9046178895578283
39,39,4.839123884405789,0.8918269442081448,0.3885052693506149,-0.5049767162858138,0.5866008870532017
40,40,4.912267038631679,1.4628630845177966,0.38808728883524035,-0.09472126981763307,0.08359610307491729
41,41,4.976528878624146,1.2852367998493435,0.3850518039179183,-0.39203786870743734,-0.6070969834644077
42,42,5.020398070013884,0.8773838277947521,0.3809593882726721,-0.6903127025521143,-0.8184831290492374
43,43,5.049986310666418,0.5917648130506765,0.3774303643680283,-0.5481466994483222,-0.7058047809287669
44,44,5.076313857347598,0.5265509336236127,0.37491237461094473,-0.32992475401870874,-0.5035979514167136
45,45,5.089810470519934,0.2699322634467221,0.3715238941921866,-0.5490824524522206,-0.6776960837516228
46,46,5.114232391294803,0.48843841549738015,0.3703041262373704,-0.17374574583866342,-0.24395359096324104
47,47,5.110943297007689,-0.06578188574226757,0.36557446414793093,-1.0057314362189207,-0.9459324178878908
48,48,5.124778749357983,0.27670904700587806,0.36491767903651845,-0.14203341666090824,-0.13135702228250076
49,49,5.1168541555211355,-0.15849187673694193,0.3607409726352663,-0.814649210011573,-0.835341280250436
50,50,5.153092795858044,0.7247728067381782,0.3589469050148672,-0.2818399409206185,0.3588135240798124
51,51,5.1589218581675995,0.11658124619110655,0.3540172765221736,-1.1309713412066695,-0.9859256985387236
52,52,5.1517679293200915,-0.14307857695016185,0.350658884250915,-0.6029198752260627,-0.6716784542517135
53,53,5.122594058919198,-0.583477408017866,0.34649536144161386,-0.8159909462620292,-0.8327045618602262
54,54,5.078034370079839,-0.8911937767871743,0.34292975131355063,-0.5865773934937136,-0.7131220256126396
55,55,5.0323715319730296,-0.9132567621361944,0.3406422867237285,-0.24167130196063655,-0.45749291796442815
56,56,4.990008765206904,-0.8472553353225225,0.33875169431091895,-0.15296482164801323,-0.37811848256190395
